323,30,2011,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627,6.25,mil/civ
324,Shenzhou 5,2005,Shenzhou 5,Shenzhou 5,Shenzhou 5,21,0.0,Mil
325,Soyuz TMA-4/TMA-3,2004,Soyuz TMA-4,Soyuz TMA-4,Soyuz TMA-3,261,0.0,Civ
326,Soyuz TMA­5,2004,Soyuz TMA­5,Soyuz TMA­5,Soyuz TMA­5,237,0.0,Mil
327,Soyuz TMA-7,2005,Soyuz TMA-7,Soyuz TMA-7,Soyuz TMA-7,237.29,0.0,Civ
328,Shenzhou 6,2005,Shenzhou 6,Shenzhou 6,Shenzhou 6,115,0.0,mil/civ
329,Shenzhou 10,2008,Shenzhou 10,Shenzhou 10,Shenzhou 10,350,0.0,mil/civ
330,Soyuz TMA-8,2006,Soyuz TMA-8,Soyuz TMA-8,Soyuz TMA-7,237.28,0.0,Mil
331,Soyuz TMA-9,2006,Soyuz TMA-9,Soyuz TMA-9,Soyuz TMA-8,261.525,0.0,Civ
332,37,2013,Soyuz TMA­10M,ISS,Soyuz TMA­10M,3990,52.81,mil/civ
333,Soyuz TMA-10,2007,Soyuz TMA-10,Soyuz TMA-10,Soyuz TMA-10,331.4,0.0,Civ
334,Soyuz TMA-14,2009,Soyuz TMA-14,Soyuz TMA-14,Soyuz TMA-14,307.85,0.0,Civ
335,39,2014,Soyuz TMA-12M,ISS,Soyuz TMA-12M,4007.13,25.24,mil/civ
336,Soyuz TMA-11/10,2007,Soyuz TMA-11,Soyuz TMA-11,Soyuz TMA-10,261.23,0.0,Civ
337,52,2017,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,26.5,mil/civ
338,45,2015,Soyuz TMA­18M,ISS,Soyuz TMA­18M,4003,4.72,Mil
339,44,2015,Soyuz TMA­17M,ISS,Soyuz TMA­17M,3400,15.07,mil/civ
340,57,2018,Soyuz MS-11,ISS,Soyuz MS-11,4887,53.31,mil/civ
341,Soyuz TMA-12 / Soyuz TMA-11,2008,Soyuz TMA-12,Soyuz TMA-12,Soyuz TMA-11,261,0.0,Civ
342,Shenzhou 7,2008,Shenzhou 7,Shenzhou 7,Shenzhou 7,68,0.26,mil/civ
343,Shenzhou 9,2012,Shenzhou 9,Shenzhou 9,Shenzhou 9,303.5,0.0,mil/civ
344,Shenzhou 11,2016,Shenzhou 11,Shenzhou 11,Shenzhou 11,774.5,0.0,mil/civ
345,Soyuz TMA-13,2008,Soyuz TMA-13,Soyuz TMA-13,Soyuz TMA-12,284.89,0.0,Civ
346,49,2016,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,26.0,mil/civ
347,53,2017,Soyuz MS-06,ISS,Soyuz MS-06,4037.23,42.2,mil/civ
348,55,2018,Soyuz MS-08,ISS,Soyuz MS-08,4722,46.77,mil/civ
349,33,2012,Soyuz TMA-06M,ISS,Soyuz TMA-06M,3448,0.0,mil/civ
350,40,2014,Soyuz TMA­13M,ISS,Soyuz TMA­13M,3968,22.68,mil/civ
351,Soyuz TMA-16/14,2009,Soyuz TMA-16,Soyuz TMA-16,Soyuz TMA-14,261.28,0.0,Civ
352,41,2014,Soyuz TMA-14M,ISS,Soyuz TMA-14M,4013,29.3,mil/civ
353,42,2014,Soyuz TMA-15M,ISS,Soyuz TMA-15M,4783.5,19.1,mil/civ
354,60,2019,Soyuz MS-13,ISS,not completed yet,4302.98,46.8,mil/civ
355,61,2019,Soyuz MS-15,ISS,not completed yet,2697.53,0.0,Civ
356,54,2017,Soyuz MS-07,ISS,Soyuz MS-07,4037,21.57,mil/civ
357,48,2016,Soyuz MS-01,ISS,Soyuz MS-01,2762,12.77,mil/civ
358,,2019,Soyuz MS-13,ISS,not completed yet,4303.03,19.23,Mil
359,56,2018,Soyuz MS-09,ISS,Soyuz MS-09,4721.82,15.52,mil/civ
360,Soyuz TMA-18M/16M,2015,Soyuz TMA-18M,Soyuz TMA-18M,Soyuz TMA-16M,236.23,0.0,mil/civ
361,59,2019,Soyuz MS-12,ISS,Soyuz MS-12,4863.75,53.73,mil/civ
362,EP-19,2019,Soyuz MS-15,ISS,Soyuz MS-12,189,0.0,Mil
